sample_id,lab_nr,density,odor_after,oder_before,foam,foam_height,ph,ec,ts_%,ts_gL,ts_expert,texture_cat,vs_%ts,ts_dewatered,dewatering_efficiency,cod_mg,cod,nh4_mg,nh4,cst,cst_norm,turbidity,TOC,TOC_gL,TKN,TKN_gL,CN,COD_TKN,COD_NH4,TOC_NH4,bulk_H,bulk_S,bulk_V,bulk_R,bulk_G,bulk_B,bulk_hex,super_H,super_S,super_V,super_R,super_G,super_B,super_hex,bulk_color,super_color,contrast,dissimilarity,homogeneity,ASM,energy,correlation,tank_depth,depth_probe,oss_l,oss_w,sludgeheight_st,settledsludge_st,dist2sludge,area_volaser,area,ratio_outvol,area_lw,oss_volume,fs_volume,fs_acc,sb_vol,sb_acc,local_area_name,origin,other,origin_simplified,establishment,nr_residents,building_type,,addl,roof_type,other1,addl2,occupation,education,other2,income,oss_type,oss_type_simplified,other3,baffle,outflow,outflow_to,toilet_type,toilet_type_simplified,nr_users,oss_age,cleansing_material,solid_waste,sw_type,additives,ww_type,seasonal,water_connection,last_emptied,fully_emptied,latitude,longitude,gps_acc,dewatered
013.A.2019.09.30,32,NA,Stabilized,NA,No,0,7.19,12.05,16.27,NA,high,textured,67.96,NA,NA,NA,NA,5059,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,55,22,22,20.79,9.9,#383519,NA,NA,NA,NA,NA,NA,NA,middle,NA,7.407802209,1.081591806,0.710861793,0.105611139,0.324978674,0.747938618,120,100,NA,NA,NA,NA,0.3,3.29137592,3.29137592,NA,NA,3.949651104,3.29137592,74.80399818,NA,NA,Mutandanda batu,Household,NA,Household,Flats,21,Cement block walls,NA,Unfinished toilet,Other (please specify),Open No roof,Open,Business ,Secondary education,NA,0-500 ZMK,Lined pit latrine - Not sealed,Pit latrine,NA,NA,No,NA,Dry toilet,dry,22,6,Paper,Yes,Plastic sacks dippers,Chemicals to reduced the sludge,Bathing,Yes,No,1,No,-15.43246019,28.24971006,4.9,no
014.A.2019.10.01,33,NA,Stabilized,NA,No,0,6.57,10.09,15.62,NA,middle,textured,62.43,NA,NA,NA,NA,3317,3.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,69,33,33,28.8255,10.23,#544a1a,NA,NA,NA,NA,NA,NA,NA,fresh,NA,2.466787955,0.532241734,0.803150151,0.196269791,0.443023465,0.54974381,70,40,NA,NA,NA,NA,0.3,0.346883817,0.346883817,NA,NA,0.242818672,0.138753527,15.41705852,NA,NA,Kanyama,Household,NA,Household,NA,9,Cement block walls,NA,NA,Other (please specify),Iron sheets,NA,Community volunteer,I don't want to say,NA,0-500 ZMK,Unlined pit latrine,Pit latrine,NA,NA,Yes,Other (please specify),Dry toilet,dry,9,1,Paper,Yes,NA,Biadditives,Toilet,Yes,No,NA,System has never been emptied,-15.4351,28.24251,4.4,no
015.A.2019.10.01,34,NA,Stabilized,NA,Yes,10,7.85,11.57,1.23,NA,low,liquid,49.72,NA,NA,NA,NA,2565,2.6,264.3,215.3,243,NA,NA,NA,NA,NA,NA,NA,NA,56,40,16,16,15.57333333,9.6,#292818,59,31,93,93,92.5195,64.17,#edeca4,middle,middle,0.363416613,0.359728531,0.820498993,0.282436892,0.53144792,0.27740616,195,75,NA,NA,NA,NA,1.07,2.828133665,2.828133665,NA,NA,5.514860646,2.121100248,196.3981711,NA,NA,Kanyama,Household,NA,Household,NA,18,Cement block walls,NA,NA,Asbestos,NA,NA,NA,I don't want to say,NA,1001-2000 ZMK,Lined pit latrine - completely sealed,Pit latrine,NA,NA,No,NA,Dry toilet,dry,18,3,Paper,Yes,"Paper, plastic",Biadditives,Bathing,No,Yes,0.3,No,-15.43658833,28.24092,4.6,yes
016.A.2019.10.01,35,NA,Stabilized,NA,No,0,7.59,12.53,19.75,NA,high,textured,40.38,NA,NA,NA,NA,4547,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,26,16,15.65333333,16,11.84,#28291e,NA,NA,NA,NA,NA,NA,NA,middle,NA,10.45973201,1.025151461,0.766217952,0.179685396,0.423893142,0.53182587,85,55,NA,NA,NA,NA,0.41,1.510275114,1.510275114,NA,NA,1.283733847,0.830651313,31.94812742,NA,NA,Kanyama,Household,NA,Household,NA,3,Cement block walls,NA,NA,Other (please specify),Iron sheets,NA,Business,Secondary education,NA,I don't kNow,Lined pit latrine - completely sealed,Pit latrine,NA,NA,No,NA,Pour-flush,wet,13,5,Paper,Yes,NA,Ash,Bathing,Yes,No,1,No,-15.43972333,28.239475,4.8,no
017.A.2019.10.01,36,NA,Stabilized,NA,No,0,7.41,15.55,15.33,NA,high,textured,58.52,NA,NA,NA,NA,5442,5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,49,20,20,19.67333333,10.2,#33321a,NA,NA,NA,NA,NA,NA,NA,middle,NA,5.082167228,0.679914918,0.793654645,0.173607308,0.416662103,0.583234381,140,45,NA,NA,NA,NA,0.95,4.155389908,4.155389908,NA,NA,5.817545872,1.869925459,5.771374873,NA,NA,Kanyama,Household,NA,Household,Semi detached flats,18,Cement block walls,NA,NA,Asbestos,NA,NA,Contractor,Secondary education,NA,I don't kNow,Lined pit latrine - Not sealed,Pit latrine,NA,NA,No,NA,Dry toilet,dry,18,18,Paper,Yes,NA,Biadditives,Toilet,Yes,No,NA,System has never been emptied,-15.44329833,28.23892667,5,no
018.A.2019.10.01-1,37,NA,Stabilized,NA,No,0,7.85,5.26,16.06,NA,middle,textured,39.84,NA,NA,NA,NA,1570,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,23,10,9.616666667,10,7.7,#191a14,NA,NA,NA,NA,NA,NA,NA,stabilized,NA,2.289861347,0.421435758,0.848361754,0.29231735,0.540663805,0.636941875,210,63,NA,NA,NA,30,2.07,2.255568259,2.255568259,NA,NA,4.736693345,1.421008003,59.20866681,0.676670478,56.38920649,Makeni,Household,NA,Household,NA,10,Cement block walls,NA,NA,Other (please specify),Iron sheets,NA,Garden man,Secondary education,NA,I don't want to say,Lined pit latrine - completely sealed,Pit latrine,NA,NA,No,NA,Pour-flush,wet,12,1,Paper,Yes,NA,Biadditives,Bathing,I don't know,No,Never emptied,I don't kNow,-15.44014167,28.22995333,5,no
018.A.2019.10.01-2,38,NA,Stabilized,NA,Yes,5,7.78,5,10.35,NA,middle,liquid,45.59,NA,NA,NA,NA,1195,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,20,10,10,9.6,8,#1a1814,NA,NA,NA,NA,NA,NA,NA,stabilized,NA,0.44571545,0.380050064,0.812282375,0.292271747,0.54062163,0.193106481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no
019.A.2019.10.01,39,NA,Stabilized,NA,No,0,7.01,14.09,23.45,NA,high,textured,44.25,NA,NA,NA,NA,4419,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,23,12,12,11.586,9.24,#1f1e18,NA,NA,NA,NA,NA,NA,NA,stabilized,NA,2.117975464,0.410808202,0.862063257,0.453351262,0.673313643,0.694832633,115,50,NA,NA,NA,NA,0.64,1.152724896,1.152724896,NA,NA,1.325633631,0.576362448,13.09914655,NA,NA,Makeni,Other (please specify),Farm houses,Non-household,NA,NA,Cement block walls,NA,NA,Other (please specify),Iron sheets,NA,NA,NA,NA,NA,Lined pit latrine - completely sealed,Pit latrine,NA,NA,No,NA,Pour-flush,wet,11,2,Paper,Yes,"Paper, diper",Biadditives,Toilet,No,Yes,Never emptied,I don't kNow,-15.4446,28.22412333,4,no
020.A.2019.10.01,40,NA,Stabilized,NA,No,0,7.96,17.17,19.13,NA,middle,textured,36.6,NA,NA,NA,NA,875,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,16,13,13,12.584,10.92,#21201c,NA,NA,NA,NA,NA,NA,NA,stabilized,NA,1.574108529,0.331459174,0.873202925,0.400284028,0.632680036,0.409418272,205,30,NA,NA,NA,NA,1.35,2.95180863,2.95180863,NA,NA,6.051207691,0.885542589,6.511342566,NA,NA,Makeni,Household,NA,Household,NA,17,Cement block walls,NA,NA,Other (please specify),Iron sheets,NA,Business,I don't want to say,NA,I don't want to say,Lined pit latrine - completely sealed,Pit latrine,NA,NA,No,NA,Dry toilet,dry,17,8,Paper,Yes,NA,Ash,Bathing,Yes,No,Never emptied,System has never been emptied,-15.43967667,28.22293,4.7,no
021.A.2019.10.02-1,41A,NA,Stabilized,NA,Yes,10.4,7.66,1.914,1.35,NA,low,liquid,74.7,25.91,1819.259259,NA,NA,160,0.2,13.8,10.2,90,NA,NA,NA,NA,NA,NA,NA,NA,45,17,9,9,8.6175,7.47,#171613,60,3,89,89,89,86.33,#e3e3dc,stabilized,stabilized,0.30386042,0.253239914,0.87476776,0.363202123,0.602662528,0.502258286,231,162,NA,NA,162,32,0.67,4.702985825,4.702985825,NA,NA,10.86389726,7.618837036,152.3767407,1.504955464,30.09910928,Makeni,Household,NA,Household,NA,5,Cement block walls,NA,NA,Corrugated iron,NA,NA,Policeofficer,Secondary education,NA,>2000 ZMK,Septic tank,Septic tank,NA,No,Yes,Soak pit,Cistern flush,wet,10,5,Paper,Yes,Paper plastics pads,No,Laundry Bathing Toilet Kitchen,Yes,No,Never emptied,System has never been emptied,-15.435125,28.21552,4.4,yes
021.A.2019.10.02-2,41B,NA,Stabilized,NA,Yes,5,7.71,1.963,0.45,NA,low,liquid,97.19,19.3,4188.888889,NA,NA,88,0.1,12.4,27.2,70,NA,NA,NA,NA,NA,NA,NA,NA,36,21,9,9,8.244,7.11,#171512,60,1,85,85,85,84.15,#d9d9d7,stabilized,stabilized,0.15991816,0.158862159,0.920674521,0.478998203,0.692096961,0.824172134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes
022.A.2019.10.02,42,NA,Stabilized,NA,Yes,10.6,7.76,3.9,0.28,NA,low,liquid,69.4,16.22,5692.857143,NA,NA,176,0.2,82.2,288.4,373,NA,NA,NA,NA,NA,NA,NA,NA,45,49,16,16,14.04,8.16,#292415,50,30,87,87,82.65,60.9,#ded39b,middle,middle,0.313446615,0.236522166,0.884422202,0.432515396,0.657659027,0.729825936,270,70,NA,NA,65,20,0.93,2.393956413,3.59093462,NA,NA,9.695523475,2.513654234,1256.827117,0.718186924,359.093462,Makeni villa,Household,NA,Household,NA,8,Cement block walls,NA,NA,Corrugated iron,NA,NA,None,Tertiary education,NA,>2000 ZMK,Septic tank,Septic tank,NA,Yes,No,NA,Pour-flush,wet,8,0.25,Paper,No,NA,No,Toilet,Yes,No,Never emptied,System has never been emptied,-15.433115,28.22602167,4,yes
023.A.2019.10.02,43,NA,Stabilized,NA,Yes,35,8.09,12.19,0.4,NA,low,liquid,NA,14.69,3572.5,NA,NA,2078,2.1,284.8,710.4,257,NA,NA,NA,NA,NA,NA,NA,NA,42,79,23,23,17.549,4.83,#3b2d0c,50,62,81,81,72.63,30.78,#cfb94e,fresh,middle,0.346959187,0.270764516,0.868080176,0.405934076,0.63712956,0.607536422,185,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Green Park garden house,Household,NA,Household,NA,5,Cement block walls,NA,NA,Corrugated iron,NA,NA,None,Secondary education,NA,501-1000 ZMK,Cesspit,Septic tank,NA,NA,No,NA,Dry toilet,dry,5,4,Paper,Yes,Plastics rugs,No,Laundry Bathing Toilet,Yes,Yes,Never emptied,System has never been emptied,-15.42947333,28.22410833,4.6,yes
024.A.2019.10.02-1,44A,NA,Stabilized,NA,No,0,7.65,14.29,9.38,NA,middle,liquid,75.65,NA,NA,NA,NA,5211,5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,44,15,15,13.79,8.4,#262315,NA,NA,NA,NA,NA,NA,NA,middle,NA,0.213878388,0.158764949,0.924451157,0.695332295,0.833865873,0.264445412,205,120,NA,NA,NA,NA,0.82,3.497283533,3.497283533,NA,NA,7.169431243,4.19674024,167.8696096,NA,NA,Garden,Household,NA,Household,NA,10,Cement block walls,NA,NA,Corrugated iron,NA,NA,Contractor,Secondary education,NA,1001-2000 ZMK,Cesspit,Septic tank,NA,NA,No,NA,Dry toilet,dry,25,1,Paper,Yes,Plastics paper,Sulphur and acids,Toilet,Yes,Yes,Never emptied,System has never been emptied,-15.42368667,28.22172667,4,no
024.A.2019.10.02-2,44B,NA,Stabilized,NA,No,0,7.63,16.75,11.14,NA,middle,liquid,70.14,NA,NA,NA,NA,5235,5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,45,16,16,14.8,8.8,#292616,NA,NA,NA,NA,NA,NA,NA,middle,NA,3.926285442,0.482649908,0.863445248,0.451118347,0.671653442,0.464564304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no
020.B.2019.10.02,45,NA,Stabilized,NA,No,0,7.36,1.379,19.76,NA,low,liquid,34.4,32.94,66.70040486,NA,NA,184,0.2,197.9,10,439,NA,NA,NA,NA,NA,NA,NA,NA,60,15,5,5,5,4.25,#0d0d0b,53,21,85,85,82.9175,67.15,#d9d3ab,stabilized,stabilized,0.13619685,0.124169171,0.938636855,0.744709649,0.862965613,0.21334265,190,136,300,300,NA,63,0.63,2.065816897,2.065816897,NA,NA,3.925052105,2.80951098,401.3587114,1.301464645,185.9235207,Handworthy,Household,NA,Household,Boarding house,7,Cement block walls,NA,One house,Asbestos,NA,Smartly done,Executive House wife,Tertiary education,NA,0-500 ZMK,Septic tank,Septic tank,NA,No,No,NA,Cistern flush,wet,7,>12,Paper,Yes,NA,No chemical added,Bathing,No,Yes,1,Yes,-15.38821,28.33356333,4.2,yes
021.B.2019.10.02,46,NA,Stabilized,NA,Yes,5,7.75,1.959,6.85,NA,low,liquid,53.88,20.7,202.189781,NA,NA,400,0.4,83,12.1,131,NA,NA,NA,NA,NA,NA,NA,NA,40,17,7,7,6.603333333,5.81,#12110f,60,5,84,84,84,79.8,#d6d6cb,stabilized,stabilized,0.271820693,0.256651795,0.872520476,0.388231781,0.623082483,0.432066423,200,200,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Old Olympia,Household,NA,Household,Have flats,26,Cement block walls,NA,Build with concrete blocks,Asbestos,NA,Flat roof,Farming,Tertiary education,NA,>2000 ZMK,Septic tank,Septic tank,NA,No,Yes,Soak pit,Cistern flush,wet,26,15,Paper,No,NA,Yes they add chlorine,Bathing Toilet Kitchen Laundry,Yes,Yes,2,No,-15.38679667,28.300265,4.6,yes
022.B.2019.10.02,47,NA,Stabilized,NA,Yes,2,7.51,1.19,2.54,NA,low,liquid,88.38,14.51,471.2598425,NA,NA,120,0.1,11.9,4.7,18,NA,NA,NA,NA,NA,NA,NA,NA,33,32,11,11,9.416,7.48,#1c1813,240,2,89,87.22,87.22,89,#dedee3,stabilized,stabilized,0.630670027,0.317015397,0.862207545,0.242847403,0.492795498,0.905583665,250,195,NA,NA,NA,50,0.54,2.806612017,2.806612017,NA,NA,5.613224034,5.472893433,54.72893433,1.403306008,28.06612017,Roma,Restaurant or hotel,NA,Non-household,Pub and grill,NA,Cement block walls,NA,Eating places,Corrugated iron,NA,Neatly done,NA,NA,NA,NA,Septic tank,Septic tank,NA,No,Yes,Soak pit,Cistern flush,wet,50,5,Paper,No,NA,Add spirit of salt,Toilet Kitchen,No,Yes,1,I don't kNow,-15.37553667,28.31767333,5,yes
023.B.2019.10.02,48,NA,Stabilized,NA,Yes,23,7.36,1.606,7.51,NA,low,liquid,42.29,30.33,303.861518,NA,NA,8,0,144.8,19.3,245,NA,NA,NA,NA,NA,NA,NA,NA,40,14,9,9,8.58,7.74,#171614,51,20,87,87,84.39,69.6,#ded7b1,stabilized,stabilized,0.766657796,0.191264021,0.920599246,0.624302686,0.790128272,0.318121437,205,120,NA,NA,67,43,0.93,1.908309549,1.908309549,NA,NA,4.770773871,2.289971458,38.16619097,0.820573106,27.35243686,Chudleigh,Household,NA,Household,Stand alone house,5,Cement block walls,NA,Smart house,Asbestos,NA,NA,Business,Tertiary education,NA,1001-2000 ZMK,Septic tank,Septic tank,NA,No,Yes,Soak pit,Cistern flush,wet,5,>6,Paper,No,NA,Nothing is added,Toilet Bathing Laundry Kitchen,No,Yes,I don't know,I don't kNow,-15.37722167,28.341915,2,yes
025.A.2019.10.03,49,NA,Middle,NA,No,0,7.55,16.37,29.74,NA,high,textured,42.25,NA,NA,NA,NA,4747,4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,49,30,30,27.305,15.3,#4c4627,NA,NA,NA,NA,NA,NA,NA,fresh,NA,9.313342077,1.430458806,0.632946277,0.066814792,0.258485574,0.600840491,80,35,NA,NA,NA,NA,0.66,3.064846882,4.597270323,NA,NA,3.677816258,1.609044613,0.178782735,NA,NA,Chibolya,School,NA,Non-household,Chibolya community school,NA,Cement block walls,NA,NA,Corrugated iron,NA,NA,NA,NA,NA,NA,Septic tank,Septic tank,NA,Yes,No,NA,Dry toilet,dry,500,18,Paper,Yes,Paper plastics cloth,No,Toilet,Yes,Yes,Never emptied,System has never been emptied,-15.42614833,28.27176667,4.5,no
030.B.2019.10.03,50,NA,Stabilized,NA,Yes,5,7.76,3.19,1.3,NA,low,liquid,75.47,17.84,1272.307692,NA,NA,224,0.2,142.9,109.9,294,NA,NA,NA,NA,NA,NA,NA,NA,60,30,11,11,11,7.7,#1c1c14,51,27,85,85,81.5575,62.05,#d9d09e,stabilized,stabilized,0.144111601,0.14372002,0.928179148,0.541876275,0.736122459,0.634841162,135,85,NA,NA,85,39,0.43,3.001530736,3.001530736,NA,NA,4.052066493,2.551301125,60.74526489,1.170596987,55.74271366,Kanyama West,Household,NA,Household,NA,7,Cement block walls,NA,NA,Corrugated iron,NA,NA,Engineer,Tertiary education,NA,>2000 ZMK,Septic tank,Septic tank,NA,No,Yes,Soak pit,Cistern flush,wet,7,3,Paper,Yes,"Plastic, paper",Biadditives,Toilet Bathing Laundry Kitchen,No,Yes,I don't know,I don't kNow,-15.42863333,28.23298167,3.8,yes
027.A.2019.10.03,51,NA,Stabilized,NA,Yes,14,8.13,3.34,0.19,NA,low,flocs,22.96,3.7,1847.368421,NA,NA,488,0.5,13.3,72,54.5,NA,NA,NA,NA,NA,NA,NA,NA,47,61,55,55,47.73083333,21.45,#8c7a37,50,14,82,82,80.08666667,70.52,#d1ccb4,middle,stabilized,0.347129563,0.33279471,0.835035378,0.140149327,0.374365232,0.854979758,270,100,NA,NA,85,5,0.65,2.935774926,2.935774926,NA,NA,7.9265923,2.935774926,65.2394428,0.146788746,3.26197214,Lusaka West,Commercial/Industry,NA,Non-household,NA,NA,Cement block walls,NA,NA,Corrugated iron,NA,NA,NA,NA,NA,NA,Septic tank,Septic tank,NA,No,Yes,Soak pit,Cistern flush,wet,15,3,Paper,Yes,Rugs plastics cloth,No,Toilet Bathing,I don't know,No,Never emptied,System has never been emptied,-15.42439,28.20875,4.5,yes
028.A.2019.10.03,52,NA,Stabilized,NA,Yes,21,8.03,4.5,0.2,NA,low,flocs,63.24,0.87,335,NA,NA,472,0.5,11.6,57.4,66.5,NA,NA,NA,NA,NA,NA,NA,NA,47,67,59,59,50.43516667,19.47,#968132,50,32,84,84,79.52,57.12,#d6cb92,middle,stabilized,0.345270323,0.330694837,0.836063359,0.126224078,0.355280281,0.871068547,225,125,NA,NA,100,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Garden House,Commercial/Industry,NA,Non-household,NA,NA,Cement block walls,NA,NA,Metal sheets,NA,NA,NA,NA,NA,NA,Septic tank,Septic tank,NA,No,Yes,Soak pit,Cistern flush,wet,60,1.5,Paper,Yes,Plastics paper,No,Toilet,I don't know,No,Never emptied,System has never been emptied,-15.418385,28.208845,3.7,yes
026.A.2019.10.03-1,53A,NA,Middle,NA,No,0,7.62,14.44,17.37,NA,high,textured,74.81,NA,NA,NA,NA,6130,6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,55,22,22,19.17666667,9.9,#383119,NA,NA,NA,NA,NA,NA,NA,fresh,NA,2.042147929,0.774256987,0.70190465,0.124072027,0.352238594,0.442469308,75,55,NA,NA,NA,NA,0.38,2.891219421,2.891219421,NA,NA,2.168414566,1.590170682,20.92329844,NA,NA,Garden House,School,NA,Non-household,NA,NA,Cement block walls,NA,NA,Corrugated iron,NA,NA,NA,NA,NA,NA,Lined pit latrine - completely sealed,Pit latrine,NA,NA,No,NA,Dry toilet,dry,38,7,Paper,Yes,Paper plastics rugs cloth,Biadditives,Toilet,Yes,No,1,No,-15.42149667,28.22585,4.8,no
026.A.2019.10.03-2,53B,NA,Middle,NA,No,0,7.25,6.19,19.34,NA,high,textured,67.64,NA,NA,NA,NA,5530,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,59,28,28,23.31933333,11.48,#473b1d,NA,NA,NA,NA,NA,NA,NA,fresh,NA,2.376697101,0.839893937,0.68324339,0.102642404,0.320378533,0.492427566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no
027.B.2019.10.03,54,NA,Middle,NA,No,0,7.78,17.18,10.19,NA,middle,liquid,78.94,NA,NA,NA,NA,2485,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,59,26,26,22.165,10.66,#42391b,NA,NA,NA,NA,NA,NA,NA,fresh,NA,0.970127315,0.47880787,0.794450827,0.18015933,0.424451799,0.524552588,110,60,NA,NA,NA,NA,0.41,0.787425332,0.787425332,NA,NA,0.866167865,0.472455199,1.817135381,NA,NA,Kanyama,Household,NA,Household,NA,13,Brick walls,NA,A semi detached housing complex with about 5 apartments,Corrugated iron,NA,NA,Businessman,Secondary education,NA,1001-2000 ZMK,Lined pit latrine - completely sealed,Pit latrine,NA,NA,No,NA,Dry toilet,dry,13,10,Paper,Yes,Plastic,No,Toilet Bathing,Yes,Yes,I don't know,I don't kNow,-15.43005833,28.23458333,4.1,no
028.B.2019.10.03-1,55,NA,Stabilized,NA,Yes,1,7.68,2.29,2.74,NA,low,liquid,51.41,16.63,506.9343066,NA,NA,384,0.4,56.2,20.5,88.2,NA,NA,NA,NA,NA,NA,NA,NA,36,20,10,10,9.2,8,#1a1714,55,11,91,91,90.16583333,80.99,#e8e6cf,stabilized,stabilized,0.239870765,0.239311911,0.88039993,0.359740444,0.599783665,0.509546455,225,125,NA,NA,100,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes
029.A.2019.10.03,56,NA,Stabilized,NA,No,0,7.65,16.37,13.97,NA,middle,textured,73.4,NA,NA,NA,NA,3029,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,22,16,16,15.58933333,12.48,#292820,NA,NA,NA,NA,NA,NA,NA,stabilized,NA,26.58179252,2.199612403,0.652707841,0.14703895,0.383456582,0.677030376,175,65,NA,NA,NA,NA,1.15,1.242815428,1.242815428,NA,NA,2.174926998,0.807830028,40.3915014,NA,NA,Garden House,Household,NA,Household,NA,5,Cement block walls,NA,NA,Corrugated iron,NA,NA,Health worker,Secondary education,NA,I don't want to say,Lined pit latrine - completely sealed,Pit latrine,NA,NA,No,NA,Dry toilet,dry,5,4,Paper,No,NA,Ash,Toilet,Yes,No,Never emptied,System has never been emptied,-15.41302,28.21164833,4.5,no
029.B.2019.10.03,57,NA,Middle,NA,No,0,6.75,14.77,13.76,NA,high,textured,71.83,NA,NA,NA,NA,3341,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,55,29,29,26.34166667,13.05,#4a4321,NA,NA,NA,NA,NA,NA,NA,fresh,NA,7.095356218,1.339668307,0.639089662,0.121982013,0.349259234,0.560808828,220,50,NA,NA,NA,NA,1.58,3.284307903,3.284307903,NA,NA,7.225477387,1.642153952,46.91868433,NA,NA,Kanyama West,Household,NA,Household,NA,7,Cement block walls,NA,NA,Asbestos,NA,NA,Business lady,I don't want to say,NA,I don't want to say,Lined pit latrine - completely sealed,Pit latrine,NA,NA,No,NA,Dry toilet,dry,7,5,Paper,No,NA,Enzymes,Bathing,Yes,No,Never emptied,System has never been emptied,-15.42744333,28.23612,4,no
026.B.2019.10.03,58,NA,Middle,NA,No,0,7.99,9.8,17.77,NA,high,textured,59.63,NA,NA,NA,NA,6218,6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,58,29,29,25.07533333,12.18,#4a401f,NA,NA,NA,NA,NA,NA,NA,fresh,NA,11.3724728,1.519188225,0.643223354,0.111714207,0.334236753,0.344645534,140,80,NA,NA,NA,NA,0.55,4.006650141,4.006650141,NA,NA,5.609310197,3.205320113,8.90366698,NA,NA,Kanyama,Household,NA,Household,NA,9,Brick walls,NA,NA,Corrugated iron,NA,NA,Businessman,Secondary education,NA,I don't kNow,Lined pit latrine - completely sealed,Pit latrine,NA,NA,No,NA,Dry toilet,dry,9,20,Paper,Yes,Clothe/plastic,Yes,Toilet,Yes,Yes,I don't know,I don't kNow,-15.42519333,28.24775,4.7,no
024.B.2019.10.03,59,NA,Stabilized,NA,Yes,5,7.5,1.293,4.48,NA,low,liquid,49.4,18.67,316.7410714,NA,NA,64,0.1,127.3,28.4,157,NA,NA,NA,NA,NA,NA,NA,NA,48,24,8,8,7.616,6.08,#141310,60,5,90,90,90,85.5,#e6e6da,stabilized,stabilized,0.245294632,0.153913854,0.927696046,0.700496255,0.836956543,0.260866065,180,190,NA,NA,163,68,0.82,2.277621794,2.277621794,NA,NA,4.099719229,4.327481408,36.06234507,1.54878282,12.9065235,Olympia park,Household,NA,Household,Housing complex with about 4 stand alone structures,8,Cement block walls,NA,2 stand alone structures,Roof tiles,NA,Some are corrugated iron sheets,Retirement monthly benefits,Secondary education,NA,1001-2000 ZMK,Septic tank,Septic tank,NA,No,Yes,Soak pit,Cistern flush,wet,8,15,Paper,Yes,Plastic,No,Toilet Bathing Laundry Kitchen,Yes,Yes,Never emptied,System has never been emptied,-15.38801167,28.31225,2.7,yes
